  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Moana Wave    	8/28/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	9/4/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/9/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/21/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	9/28/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/7/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	10/13/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	10/18/1994    	At Sea   	Hawaii   	  	NP12  
Moana Wave    	10/27/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/17/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	11/23/1994    	Honolulu   	SWPac   	  	SP4  
Moana Wave    	12/6/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	12/8/1994    	Honolulu   	SWPac   	  	SP4  
Moana Wave    	12/30/1994    	Honolulu   	  	  	NP1  
Moana Wave    	1/1/1995    	Nuku'alofa   	  	  	SP1  
Moana Wave    	2/4/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/12/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/2/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/4/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/5/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/12/1995    	Honolulu   	  	  	NP12,7,8,11,12  
Moana Wave    	5/29/1995    	Yokosuka   	Japan   	  	NP7  
Moana Wave    	6/26/1995    	Yokosuka   	  	  	NP7  
Moana Wave    	7/13/1995    	Yokosuka   	  	  	NP7,8,11,12  
Moana Wave    	8/3/1995    	Honolulu   	  	  	NP8,11,12  
Moana Wave    	8/27/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/25/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/25/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/3/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/12/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/15/1995    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/22/1995    	Honolulu   	N. Pac   	  	NP9,12  
Moana Wave    	1/15/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/28/1996    	Honolulu   	SPAC-SPAC   	  	SP1,2 NP11,12  
Moana Wave    	2/8/1996    	Suva   	S PAC / HMR1   	  	SP1  
Moana Wave    	3/11/1996    	Pago Pago   	S PAC - N PAC   	  	SP1,2
Moana Wave    	3/25/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/22/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/9/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/20/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/3/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/24/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/8/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/25/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/19/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/28/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/14/1996    	Honolulu   	Hawaii/MOBY   	  	NP12  
Moana Wave    	9/30/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/7/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/28/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/2/1996    	Honolulu   	Hawaii/MOBY   	  	NP12  
Moana Wave    	11/14/1996    	Honolulu   	Hawaii/MOBY   	  	NP12  
Moana Wave    	12/9/1996    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/6/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/6/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	1/11/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/11/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	1/21/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/10/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	2/16/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/21/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	2/23/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/10/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/10/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	3/19/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	3/25/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/7/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/7/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	4/15/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	4/15/1997    	Honolulu   	Hawaiian   	  	NP12  
Moana Wave    	4/25/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	5/5/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/5/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/12/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/12/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/19/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/20/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	6/2/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	6/2/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/11/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	6/19/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/26/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/7/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	7/7/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/15/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	7/19/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/28/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	7/31/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/5/1997    	Honolulu   	N W Pacific   	unk   	NP10-11-12  
Moana Wave    	8/6/1997    	Honolulu   	NPAC   	  	NP10,11,12  
Moana Wave    	8/19/1997    	Guam   	N W Pacific   	unk   	NP10  
Moana Wave    	8/20/1997    	Guam   	NPAC   	  	NP10  
Moana Wave    	9/5/1997    	Guam   	N W Pacific   	geo   	NP10-IN5-SP1  
Moana Wave    	9/10/1997    	Guam   	NPAC   	  	NP10  
Moana Wave    	9/25/1997    	Pohnpei   	S W Pacific   	geo  
Moana Wave    	10/2/1997    	Pohnpei   	NPAC   	  	NP10,11,12  
Moana Wave    	10/17/1997    	Honolulu   	PAC   	  	NP12,11  
Moana Wave    	11/18/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	11/24/1997    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	12/1/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	12/2/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	12/3/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	12/9/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	12/11/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	12/19/1997    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/9/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	1/9/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/26/1998    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	1/26/1998    	Honolulu   	NPAC   	  	NP12  
Moana Wave    	2/17/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	2/17/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/16/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	3/16/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/29/1998    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	3/29/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/7/1998    	Honolulu   	N E Pacific   	equip test   	NP12  
Moana Wave    	4/7/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/13/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/13/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	4/18/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	4/18/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/21/1998    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	4/21/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/27/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	4/27/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/1/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/1/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/11/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	5/11/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/21/1998    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	5/21/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/15/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/15/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	7/13/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/13/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	7/22/1998    	Hgonolulu   	N E Pacific   	met   	NP12  
Moana Wave    	7/22/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/8/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/8/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	8/15/1998    	Honolulu   	NPAC   	  	NP9,12  
Moana Wave    	8/15/1998    	Honolulu   	N E Pacific   	phys oc   	NP9-12  
Moana Wave    	9/1/1998    	Honolulu   	N E Pacific   	bio   	NP9-12  
Moana Wave    	9/1/1998    	San Fran   	NPAC   	  	NP9,12  
Moana Wave    	9/26/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	9/26/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/17/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	10/17/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/24/1998    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	10/24/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/5/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	11/5/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/9/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	11/9/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/16/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/16/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	12/7/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	12/7/1998    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	12/14/1998    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	1/11/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	1/21/1999    	Honolulu   	N E Pacific   	geo   	NP12  
Moana Wave    	2/6/1999    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	2/16/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	3/15/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	4/12/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	4/23/1999    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	5/1/1999    	Honolulu   	N E Pacific   	met   	NP12  
Moana Wave    	5/8/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Moana Wave    	5/15/1999    	Honolulu   	N E Pacific   	unk   	NP12  
Moana Wave    	5/28/1999    	Honolulu   	N E Pacific   	phys oc   	NP12  
Ron Brown    	10/1/1997    	Underway   	  	  	 
Ron Brown    	10/9/1997    	Newport, OR   	  	  	 
Ron Brown    	10/29/1997    	San Francisco, CA   	  	  	 
Ron Brown    	11/16/1997    	Key West, FL   	  	  	 
Ron Brown    	11/22/1997    	Norfolk, VA   	  	  	 
Ron Brown    	1/3/1998    	Norfolk, VA   	  	  	 
Ron Brown    	1/3/1998    	Miami   	N W Atlantic   	transit   	NA6-NA9  
Ron Brown    	1/8/1998    	Miami, FL   	  	  	 
Ron Brown    	1/8/1998    	Miami   	N W Atlantic   	phys oc   	NA9-NA10  
Ron Brown    	1/23/1998    	Las Palmas, Canary Islands   	  	  	 
Ron Brown    	1/23/1998    	Las Palmas   	N W Atlantic   	phys oc  
Ron Brown    	2/26/1998    	Miami, FL   	  	  	 
Ron Brown    	3/3/1998    	  	  	  	 
Ron Brown    	4/28/1998    	Brooklyn, NY   	  	  	 
Ron Brown    	4/29/1998    	Norfolk, VA   	  	  	 
Ron Brown    	5/7/1998    	Miami, FL   	  	  	 
Ron Brown    	5/7/1998    	Miami   	N W Atlantic   	chem  
Ron Brown    	5/25/1998    	Lisboa   	N E Atlantic   	chem   	NA5-NA7  
Ron Brown    	5/25/1998    	Lisbon, Portugal   	  	  	 
Ron Brown    	6/28/1998    	Ponta Delgada, Azores   	  	  	 
Ron Brown    	6/28/1998    	Pta.delgada   	N E Atlantic   	chem  
Ron Brown    	7/11/1998    	Miami   	N W Atlantic   	transit  
Ron Brown    	7/11/1998    	Miami, FL   	  	  	 
Ron Brown    	7/30/1998    	Newport, OR   	  	  	 
Ron Brown    	7/30/1998    	Newport   	N E Pacific   	phys oc   	NP9  
Ron Brown    	8/18/1998    	Victoria, BC   	  	  	 
Ron Brown    	8/18/1998    	Victoria   	N E Pacific   	phys oc   	NP9  
Ron Brown    	8/24/1998    	Newport, OR   	  	  	 
Ron Brown    	8/24/1998    	Newport   	N E Pacific   	phys oc   	NP9  
Ron Brown    	9/23/1998    	Victoria   	N E Pacific   	phys oc   	NP9  
Ron Brown    	9/23/1998    	Victoria, BC   	  	  	 
Ron Brown    	10/1/1998    	At Sea   	N E Pacific   	phys oc   	NP9  
Ron Brown    	10/1/1998    	Underway   	  	  	 
Ron Brown    	10/9/1998    	Seattle   	N E Pacific   	phys oc  
Ron Brown    	10/13/1998    	Seattle, WA   	  	  	 
Ron Brown    	11/16/1998    	Balboa, Panama   	  	  	 
Ron Brown    	12/14/1998    	Charleston, SC   	  	  	 
Ron Brown    	1/14/1999    	Norfolk, VA   	  	chem   	 
Ron Brown    	1/14/1999    	Charleston   	N W Atlantic   	chem  
Ron Brown    	2/10/1999    	Cape Town   	S E Atlantic   	chem  
Ron Brown    	2/11/1999    	Cape Town, South Africa   	  	chem   	 
Ron Brown    	2/21/1999    	Mauritius   	Indian   	met   	IN3-IN4-IN1  
Ron Brown    	2/22/1999    	Port Louis, Mauritius   	  	  	 
Ron Brown    	3/4/1999    	Male, Maldives   	  	  	 
Ron Brown    	3/4/1999    	Male   	Indian   	met   	IN3-IN4-IN1  
Ron Brown    	3/26/1999    	Male   	Indian   	met   	IN3-IN4-IN1  
Ron Brown    	3/26/1999    	Male, Maldives   	  	  	 
Ron Brown    	4/7/1999    	Male   	Indian   	transit   	IN2-IN4-NP7A  
Ron Brown    	4/7/1999    	Male, Maldives   	  	  	 
Ron Brown    	4/30/1999    	Singapore   	Indian   	phys oc   	IN2-IN4  
Ron Brown    	4/30/1999    	Singapore   	  	  	 
Ron Brown    	6/15/1999    	Darwin, Australia   	  	  	 
Ron Brown    	6/15/1999    	Darwin   	Indian   	phys oc  
Ron Brown    	7/25/1999    	Kwajalein   	  	  	 
Ron Brown    	7/25/1999    	Kwajalein   	N Pacific   	phys oc   	NP11  
Ron Brown    	8/24/1999    	Kwajalein   	  	  	 
Ron Brown    	9/14/1999    	Kwajalein   	  	  	 
Ron Brown    	9/25/1999    	Honolulu, HI   	  	  	 
Ron Brown    	10/1/1999    	Underway   	  	  	 
Ron Brown    	10/5/1999    	Dutch Harbor, AK   	  	  	 
Ron Brown    	11/1/1999    	Seattle   	N E Pacific   	phys oc   	NP13  
Ron Brown    	11/1/1999    	Seattle, WA   	  	  	 
Ron Brown    	11/6/1999    	San Diego, CA   	  	  	 
Ron Brown    	12/11/1999    	San Diego, CA   	  	  	 
Ron Brown    	1/1/2000    	San Diego, CA   	  	repairs   	NP9  
Ron Brown    	2/23/2000    	San Diego, CA   	N E Pacific   	unk   	NP9  
Ron Brown    	2/23/2000    	San Diego, CA   	  	  	 
Ron Brown    	3/15/2000    	San Diego   	N E Pacific   	  	NP9  
Ron Brown    	3/17/2000    	Seattle, WA   	  	unk   	 
Ron Brown    	3/17/2000    	Seattle, WA   	  	  	 
Ron Brown    	3/24/2000    	Newport, OR   	  	unk   	NP9  
Ron Brown    	3/24/2000    	Newport, OR   	  	  	 
Ron Brown    	3/24/2000    	Newport   	N E Pacific   	phys oc   	NP9  
Ron Brown    	4/21/2000    	Seattle, WA   	  	  	 
Ron Brown    	4/21/2000    	Seattle, WA   	  	transit   	NP6  
Ron Brown    	4/24/2000    	Seattle   	N E Pacific   	bio   	NP9-NP6  
Ron Brown    	4/28/2000    	Ketchikan, AK   	  	  	 
Ron Brown    	4/28/2000    	Ketchikan, AK   	  	transit   	NP9  
Ron Brown    	4/29/2000    	Kodiak   	N E Pacific   	bio   	NP6  
Ron Brown    	5/1/2000    	Seattle, WA   	  	repairs   	NP9  
Ron Brown    	5/10/2000    	Dutch Harbor   	N E Pacific   	bio   	NP6  
Ron Brown    	5/20/2000    	Seattle, WA   	  	  	 
Ron Brown    	5/20/2000    	Seattle, WA   	  	unk   	NP6  
Ron Brown    	6/5/2000    	Dutch Harbor   	N E Pacific   	phys oc  
Ron Brown    	6/13/2000    	Seattle, WA   	  	  	 
Ron Brown    	6/13/2000    	Seattle, WA   	  	transit   	NP9  
Ron Brown    	6/17/2000    	Victoria, B.C.   	  	unk   	NP9  
Ron Brown    	6/17/2000    	Victoria, BC   	  	  	 
Ron Brown    	6/19/2000    	Victoria   	N E Pacific   	phys oc   	NP9  
Ron Brown    	6/29/2000    	Newport, OR   	  	unk   	 
Ron Brown    	7/9/2000    	Newport   	N E Pacific   	phys oc   	NP9  
Ron Brown    	7/20/2000    	Victoria, B.C.   	  	unk   	 
Ron Brown    	7/20/2000    	Victoria   	N E Pacific   	phys oc   	NP91  
Ron Brown    	7/20/2000    	Victoria, BC   	  	  	 
Ron Brown    	8/9/2000    	Seattle, WA   	  	unk   	NP6  
Ron Brown    	8/9/2000    	Seattle, WA   	  	  	 
Ron Brown    	8/10/2000    	Seattle   	N E Pacific   	phys oc   	NP9  
Ron Brown    	8/26/2000    	Dutch Harbor, AK   	  	  	 
Ron Brown    	8/26/2000    	Dutch Harbor, AK   	  	unk   	NP5  
Ron Brown    	9/7/2000    	Kodiak   	N E Pacific   	bio   	NP9-NP6  
Ron Brown    	9/16/2000    	Dutch Harbor, AK   	  	  	 
Ron Brown    	9/16/2000    	Dutch Harbor, AK   	  	unk   	NP5  
Ron Brown    	9/25/2000    	Dutch Harbor, AK   	  	  	 
Ron Brown    	9/25/2000    	Dutch Harbor, AK   	  	unk   	NP6  
Ron Brown    	10/1/2000    	Underway   	  	  	 
Ron Brown    	10/16/2000    	San Diego, CA   	  	unk   	 
Ron Brown    	10/16/2000    	San Diego, CA   	  	  	 
Ron Brown    	11/19/2000    	Rodman, Panama   	  	transit   	 
Ron Brown    	11/19/2000    	Rodman, Panama   	  	  	 
Ron Brown    	11/26/2000    	Charleston, SC   	  	  	 
Ron Brown    	11/26/2000    	  	  	unk   	NA6  
Ron Brown    	1/24/2001    	Charleston, SC   	  	unk   	NP13  
Ron Brown    	1/24/2001    	Charleston, SC   	  	  	 
Ron Brown    	1/28/2001    	Miami, FL   	  	  	 
Ron Brown    	2/1/2001    	Rodman, Panama   	  	  	 
Ron Brown    	3/14/2001    	Pearl Harbor, Hawaii   	  	unk   	NP7  
Ron Brown    	3/14/2001    	Pearl Harbor, HI   	  	  	 
Ron Brown    	4/27/2001    	Yokosuka, Japan   	  	transit   	NP9  
Ron Brown    	4/27/2001    	Yokosuka, Japan   	  	  	 
Ron Brown    	5/6/2001    	Dutch Harbor, AK   	  	unk   	NP5  
Ron Brown    	5/6/2001    	Dutch Harbor, AK   	  	  	 
Ron Brown    	5/13/2001    	Seward, AK   	  	unk   	NP5  
Ron Brown    	5/25/2001    	Kodiak, AK   	  	unk   	NP5  
Ron Brown    	5/25/2001    	Kodiak, AK   	  	  	 
Ron Brown    	6/10/2001    	Dutch Harbor, Ak   	  	unk   	NP6  
Ron Brown    	6/10/2001    	Dutch Harbor, AK   	  	  	 
Ron Brown    	6/26/2001    	Victoria, B.C.   	N E Pacific   	bio   	NP9  
Ron Brown    	6/26/2001    	Victoria, BC   	  	  	 
Ron Brown    	6/26/2001    	Victoria, BC   	  	  	 
Ron Brown    	7/14/2001    	Newport, B.C.   	  	unk   	NP9  
Ron Brown    	7/14/2001    	Newport, OR   	  	  	 
Ron Brown    	7/14/2001    	Newport, OR   	  	  	 
Ron Brown    	8/1/2001    	Victoria, B.C.   	  	unk   	NP9  
Ron Brown    	8/1/2001    	Victoria, BC   	  	  	 
Ron Brown    	8/3/2001    	Seattle, WA   	  	unk   	NP9  
Ron Brown    	8/27/2001    	Seattle, WA   	  	  	 
Ron Brown    	8/27/2001    	Seattle, WA   	  	unk   	NP9  
Ron Brown    	8/27/2001    	Seattle, WA   	  	  	 
Ron Brown    	9/5/2001    	San Diego, CA   	  	unk   	NP13  
Ron Brown    	9/5/2001    	San Diego, CA   	  	  	 
Ron Brown    	10/1/2001    	Underway   	  	  	 
Ron Brown    	10/1/2001    	Underway   	Santa Cruz, Galapagos Is,
Ron Brown    	10/7/2001    	Balboa, Panama   	  	  	 
Ron Brown    	10/9/2001    	Sabta Cruz, Galapagos   	  	phys oc   	SP3A  
Ron Brown    	10/9/2001    	Santa Cruz   	  	  	 
Ron Brown    	10/9/2001    	Santa Cruz   	  	  	 
Ron Brown    	10/29/2001    	Arica, Chile   	  	unk   	SP3  
Ron Brown    	10/29/2001    	Arica, Chile   	  	  	 
Ron Brown    	12/8/2001    	Balboa, Panama   	  	transit   	NA9  
Ron Brown    	1/15/2002    	Charleston, SC   	  	unk   	NA9  
Ron Brown    	1/15/2002    	Charleston, SC   	  	  	 
Ron Brown    	2/1/2002    	Recife, Brazil   	  	unk   	NA10  
Ron Brown    	2/1/2002    	Recife, Brazil   	  	  	 
Ron Brown    	3/2/2002    	Bridgetown, Barbados   	  	unk   	NA9  
Ron Brown    	3/2/2002    	Bridgetown, BA   	  	  	 
Ron Brown    	3/10/2002    	Bridgetown, Barbados   	  	unk   	NA9  
Ron Brown    	3/10/2002    	Bridgetown, BA   	  	  	 
Ron Brown    	3/21/2002    	St Thomas, USVI   	  	unk   	NA8  
Ron Brown    	3/21/2002    	St. Thomas, USVI   	  	  	 
Ron Brown    	4/1/2002    	Jacksonville, FL   	  	  	 
Ron Brown    	4/1/2002    	Jacksonville, FL   	  	unk   	NA6  
Ron Brown    	6/17/2002    	Jacksonville, FL   	  	  	 
Ron Brown    	6/17/2002    	Jacksonville, FL   	  	unk   	NA6  
Ron Brown    	7/2/2002    	Miami, FL   	  	  	 
Ron Brown    	7/2/2002    	Miami, FL   	  	unk   	NA6  
Ron Brown    	7/12/2002    	Charleston, SC   	  	  	 
Ron Brown    	7/12/2002    	Charleston, SC   	  	unk   	NA9  
Ron Brown    	7/29/2002    	Portsmouth, NH   	  	  	 
Ron Brown    	7/29/2002    	Portsmouth, NH   	  	unk   	NA9  
Ron Brown    	8/16/2002    	Miami, FL   	  	unk   	NP9  
Ron Brown    	8/16/2002    	Charleston, SC   	  	  	 
Ron Brown    	8/19/2002    	Miami, FL   	  	unk   	NP9  
Ron Brown    	8/19/2002    	Miami, FL   	  	  	 
Ron Brown    	8/27/2002    	Miami, FL   	  	  	 
Ron Brown    	8/27/2002    	Miami, FL   	  	unk   	NP13  
Ron Brown    	9/19/2002    	New York, NY   	  	  	 
Ron Brown    	9/19/2002    	New York, NY   	  	unk   	NA6  
Ron Brown    	10/3/2002    	San Juan, PR   	  	unk   	NA6  
Ron Brown    	10/6/2002    	Colon, Panama   	  	unk   	NA6  
Ron Brown    	10/8/2002    	Balboa, Panama   	  	unk   	NA6  
Ron Brown    	11/10/2002    	Balboa, Panama   	  	unk   	NA6  
Ron Brown    	11/17/2002    	Balboa, Panama   	  	unk   	NA6  
Roger Revelle    	1/1/1996    	Moss Point   	  	  	NA9,NP9  
Roger Revelle    	7/8/1996    	Moss Point   	  	  	NA9,NP9  
Roger Revelle    	8/8/1996    	San Diego   	Off So. Calif.   	  	NP9  
Roger Revelle    	9/27/1996    	San Diego   	Off So. Calif.   	  	NP9  
Roger Revelle    	10/10/1996    	San Diego   	Off So. Calif.   	  	NP9  
Roger Revelle    	10/12/1996    	at sea   	S. Calif. Bight   	  	NP9  
Roger Revelle    	10/27/1996    	at sea   	S. Calif. Bight   	  	NP9  
Roger Revelle    	10/28/1996    	at sea   	S. Calif. Bight   	  	NP9  
Roger Revelle    	10/29/1996    	at sea   	Off So. Calif.   	  	NP9  
Roger Revelle    	11/3/1996    	at sea   	Off So. Calif.   	  	NP9  
Roger Revelle    	11/10/1996    	San Diego   	Off So. Calif   	  	NP9  
Roger Revelle    	11/18/1996    	San Diego   	Off So. Calif.   	  	NP9  
Roger Revelle    	11/21/1996    	San Diego   	San Diego   	  	 
Roger Revelle    	12/27/1996    	San Diego   	Transit   	  	SP6,9  
Roger Revelle    	12/27/1996    	San Diego   	Transit   	  	SP6,9  
Roger Revelle    	1/10/1997    	Talara   	S E Pacific   	geo   	SP6-SP9  
Roger Revelle    	1/11/1997    	Talara   	  	  	SP6,9  
Roger Revelle    	2/23/1997    	Punta Arenas   	  	  	SP3A,6A,9A  
Roger Revelle    	2/23/1997    	Punta Arenas   	S E Pacific   	geo  
Roger Revelle    	4/9/1997    	Callao   	  	  	NP12-13  
Roger Revelle    	4/9/1997    	Callao   	N E Pacific   	unk   	NP12-13  
Roger Revelle    	5/5/1997    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	5/8/1997    	San Diego   	Tanner Banks   	  	NP9  
Roger Revelle    	5/14/1997    	San Diego   	N E Pacific   	geo   	NP9  
Roger Revelle    	5/19/1997    	San Diego   	Off San Diego   	  	NP9  
Roger Revelle    	5/22/1997    	San Diego   	N E Pacific   	unk  
